job_id,job_title,department,location,country,seniority,employment_type,work_model,opening_date,target_hires,job_status,close_date,recruiter_id,salary_min_eur,salary_max_eur,difficulty_score
JOB0364,Account Executive,Sales,Munich,Germany,Professional,Permanent,Hybrid,2024-08-30,1,Filled,2024-12-06,REC003,64000,79000,2.7
JOB0365,Data Engineer,IT,Cologne,Germany,Professional,Permanent,Hybrid,2025-01-12,1,Filled,2025-03-31,REC006,70000,88000,4.2
JOB0366,Software Developer,IT,Frankfurt,Germany,Junior,Permanent,Remote,2024-07-19,2,Partially filled,2024-10-30,REC008,57000,66000,3.4
JOB0367,Sales Representative,Sales,Munich,Germany,Professional,Permanent,Hybrid,2024-08-07,1,Filled,2024-10-25,REC006,64000,76000,2.9
JOB0368,Team Lead Operations,Operations,Cologne,Germany,Junior,Permanent,Hybrid,2025-05-12,1,Closed without hire,2025-07-22,REC011,47000,59000,1.8
JOB0369,Marketing Manager,Marketing,Berlin,Germany,Senior,Permanent,On-site,2025-04-27,1,Filled,2025-06-13,REC006,83000,95000,2.4
JOB0370,IT Support Specialist,IT,Hamburg,Germany,Professional,Permanent,On-site,2024-01-28,3,Filled,2024-04-28,REC006,71000,89000,4.2
JOB0371,Sales Representative,Sales,Hamburg,Germany,Professional,Permanent,Remote,2024-12-31,2,Filled,2025-03-02,REC003,65000,74000,2.8
JOB0372,Mechanical Engineer,Engineering,Berlin,Germany,Lead,Permanent,Hybrid,2025-03-01,2,Partially filled,2025-06-13,REC008,103000,112000,4.9
JOB0373,Sales Manager,Sales,Hamburg,Germany,Professional,Permanent,Remote,2025-02-17,1,Cancelled,2025-04-25,REC012,63000,75000,2.8
JOB0374,Account Executive,Sales,Berlin,Germany,Junior,Permanent,On-site,2024-02-29,1,Filled,2024-03-22,REC006,46000,58000,2.0
JOB0375,Finance Business Partner,Finance,Berlin,Germany,Professional,Permanent,On-site,2024-03-21,2,Filled,2024-05-27,REC004,65000,77000,3.2
JOB0376,Team Lead Operations,Operations,Cologne,Germany,Senior,Permanent,Remote,2024-09-10,3,Filled,2024-12-15,REC011,78000,96000,3.5
JOB0377,Project Coordinator,Operations,Frankfurt,Germany,Senior,Permanent,Hybrid,2024-12-23,2,Partially filled,2025-03-08,REC008,84000,102000,3.5
JOB0378,Cloud Engineer,IT,Frankfurt,Germany,Senior,Permanent,Hybrid,2024-04-27,2,Closed without hire,2024-07-20,REC008,87000,102000,5.0
JOB0379,Performance Marketing Specialist,Marketing,Hamburg,Germany,Senior,Permanent,On-site,2025-10-13,1,Filled,2026-01-03,REC006,78000,87000,3.8
JOB0380,Project Coordinator,Operations,Berlin,Germany,Professional,Permanent,On-site,2025-01-18,1,Closed without hire,2025-04-07,REC005,62000,77000,2.6
JOB0381,Software Developer,IT,Cologne,Germany,Senior,Permanent,On-site,2024-02-23,2,Filled,2024-04-23,REC012,84000,102000,5.0
JOB0382,CRM Manager,Marketing,Frankfurt,Germany,Senior,Permanent,On-site,2025-04-09,1,Closed without hire,2025-06-29,REC006,78000,90000,3.4
JOB0383,IT Support Specialist,IT,Frankfurt,Germany,Senior,Permanent,Hybrid,2025-08-07,1,Filled,2025-11-25,REC006,85000,103000,5.0
JOB0384,Electrical Engineer,Engineering,Berlin,Germany,Professional,Permanent,On-site,2025-09-13,1,Closed without hire,2025-11-25,REC002,63000,81000,3.9
JOB0385,Business Development Manager,Sales,Berlin,Germany,Professional,Permanent,On-site,2024-11-28,2,Filled,2025-01-11,REC012,65000,80000,3.1
JOB0386,Accountant,Finance,Frankfurt,Germany,Junior,Permanent,Hybrid,2025-07-29,1,Filled,2025-10-05,REC006,54000,66000,2.2
JOB0387,Supply Chain Analyst,Operations,Berlin,Germany,Professional,Permanent,Hybrid,2024-06-23,2,Filled,2024-08-15,REC006,62000,80000,2.6
JOB0388,Business Development Manager,Sales,Berlin,Germany,Professional,Permanent,Remote,2024-12-19,1,Filled,2025-03-16,REC008,63000,72000,2.4
JOB0389,Cloud Engineer,IT,Frankfurt,Germany,Professional,Permanent,Hybrid,2025-08-07,1,Filled,2025-10-31,REC008,77000,92000,3.9
JOB0390,Finance Business Partner,Finance,Frankfurt,Germany,Professional,Permanent,Hybrid,2025-04-13,1,Filled,2025-06-01,REC012,64000,76000,3.2
JOB0391,Sales Manager,Sales,Frankfurt,Germany,Senior,Permanent,Remote,2025-07-04,2,Filled,2025-10-14,REC008,82000,91000,3.1
JOB0392,HR Business Partner,HR,Frankfurt,Germany,Professional,Permanent,Remote,2025-03-24,1,Filled,2025-05-15,REC006,61000,70000,2.2
JOB0393,Electrical Engineer,Engineering,Frankfurt,Germany,Lead,Permanent,On-site,2024-09-17,1,Filled,2024-12-03,REC006,110000,128000,5.0
JOB0394,Sales Manager,Sales,Munich,Germany,Professional,Permanent,Hybrid,2025-08-09,1,Filled,2025-10-17,REC006,69000,84000,2.3
JOB0395,Controller,Finance,Hamburg,Germany,Junior,Permanent,Hybrid,2024-05-03,4,Partially filled,2024-08-16,REC008,46000,64000,2.6
JOB0396,Sales Representative,Sales,Frankfurt,Germany,Lead,Permanent,Remote,2024-11-28,1,Closed without hire,2025-02-16,REC012,100000,112000,3.7
JOB0397,Mechanical Engineer,Engineering,Berlin,Germany,Professional,Permanent,Hybrid,2025-02-12,3,Partially filled,2025-05-08,REC006,67000,79000,3.9
JOB0398,Process Engineer,Engineering,Berlin,Germany,Professional,Permanent,On-site,2024-09-12,1,Filled,2024-12-01,REC002,70000,79000,3.6
JOB0399,Business Development Manager,Sales,Berlin,Germany,Professional,Permanent,Remote,2025-06-15,1,Filled,2025-09-03,REC003,60000,75000,2.0
JOB0400,Data Engineer,IT,Berlin,Germany,Professional,Permanent,Hybrid,2024-03-15,1,Filled,2024-05-23,REC012,64000,79000,5.0
JOB0401,Team Lead Operations,Operations,Hamburg,Germany,Senior,Permanent,Hybrid,2024-10-12,1,Filled,2024-11-11,REC012,81000,93000,3.7
JOB0402,Operations Specialist,Operations,Cologne,Germany,Senior,Permanent,Hybrid,2025-02-24,2,Closed without hire,2025-05-04,REC005,76000,85000,3.1
JOB0403,CRM Manager,Marketing,Hamburg,Germany,Professional,Permanent,Hybrid,2025-10-14,2,Partially filled,2025-12-22,REC006,62000,77000,2.6
JOB0404,Data Engineer,IT,Berlin,Germany,Professional,Permanent,On-site,2025-01-25,2,Filled,2025-04-13,REC007,72000,84000,3.9
JOB0405,Process Engineer,Engineering,Munich,Germany,Professional,Permanent,On-site,2025-03-13,2,Filled,2025-05-20,REC008,74000,92000,4.0
JOB0406,Project Coordinator,Operations,Munich,Germany,Senior,Permanent,On-site,2024-12-31,1,Filled,2025-02-15,REC011,86000,95000,3.2
JOB0407,Mechanical Engineer,Engineering,Berlin,Germany,Junior,Permanent,Hybrid,2024-06-20,3,Partially filled,2024-08-21,REC002,51000,66000,2.9
JOB0408,Process Engineer,Engineering,Hamburg,Germany,Professional,Permanent,Remote,2024-08-19,1,Filled,2024-10-20,REC006,67000,85000,4.1
JOB0409,Supply Chain Analyst,Operations,Frankfurt,Germany,Senior,Permanent,Remote,2024-06-21,1,Filled,2024-07-29,REC012,79000,97000,2.9
JOB0410,Team Lead Operations,Operations,Cologne,Germany,Senior,Permanent,Hybrid,2024-08-23,1,Closed without hire,2024-11-03,REC005,77000,89000,3.4
JOB0411,Finance Business Partner,Finance,Munich,Germany,Professional,Permanent,Hybrid,2025-04-14,2,Filled,2025-07-04,REC008,68000,77000,3.1
JOB0412,Recruiter,HR,Berlin,Germany,Professional,Permanent,Hybrid,2025-09-01,1,Filled,2025-09-23,REC009,58000,73000,2.5
JOB0413,Account Executive,Sales,Munich,Germany,Professional,Permanent,Hybrid,2024-10-05,1,Filled,2024-11-21,REC012,69000,81000,2.4
JOB0414,CRM Manager,Marketing,Cologne,Germany,Junior,Permanent,On-site,2024-11-29,1,Filled,2025-01-27,REC012,43000,58000,2.7
JOB0415,Sales Manager,Sales,Hamburg,Germany,Professional,Permanent,Remote,2024-01-13,4,Filled,2024-03-25,REC008,66000,84000,2.8
JOB0416,Data Analyst,IT,Berlin,Germany,Senior,Permanent,On-site,2025-03-15,3,Partially filled,2025-08-11,REC001,85000,103000,5.0
JOB0417,Process Engineer,Engineering,Berlin,Germany,Professional,Permanent,Hybrid,2024-12-09,1,Filled,2025-01-05,REC006,67000,82000,3.6
JOB0418,Cloud Engineer,IT,Munich,Germany,Professional,Permanent,Hybrid,2025-09-10,1,Closed without hire,2025-11-20,REC008,76000,91000,3.9
JOB0419,Data Analyst,IT,Munich,Germany,Senior,Permanent,Hybrid,2025-02-01,2,Closed without hire,2025-04-30,REC007,94000,106000,4.9
JOB0420,Team Lead Operations,Operations,Frankfurt,Germany,Junior,Permanent,On-site,2024-08-02,1,Closed without hire,2024-10-08,REC008,47000,56000,1.9
